,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label
2231,tt0087349,"Blue Mountains, or Unbelievable Story",,1983,\N,97,1865.0,True
2232,tt0087481,Double Trouble,,1984,\N,99,9873.0,True
2233,tt0087644,Love Streams,,1984,\N,141,5730.0,True
2234,tt0088760,Baby: Secret of the Lost Legend,Baby: Secret of the Lost Legend,1985,\N,95,3267.0,False
2235,tt0088930,Clue,Clue,\N,1985,94,91894.0,True
2236,tt0089060,The Dungeonmaster,Ragewar,1984,\N,73,2219.0,False
2237,tt0089598,Miranda,Miranda,1985,\N,96,2133.0,False
2238,tt0089853,The Purple Rose of Cairo,,1985,\N,82,50378.0,True
2239,tt0090184,Tomboy,Tomboy,1985,\N,91,1513.0,False
2240,tt0090246,"Vabank II, czyli riposta","Vabank II, czyli riposta",1985,\N,97,2546.0,True
2241,tt0090556,"'night, Mớthér","'night, Mother",1986,\N,96,2244.0,True
2242,tt0090903,The Devil's Honey,Il miele del diavolo,\N,1986,83,1255.0,False
2243,tt0091055,Firewalker,,1986,\N,105,,False
2244,tt0091093,Thé Fúgitivés,,1986,\N,95,6631.0,True
2245,tt0091113,Gingér & Fréd,Ginger e Fred,1986,\N,125,5063.0,True
2246,tt0091165,Hamburger: The Motion Picture,,1986,\N,90,1797.0,False
2247,tt0091166,Hands of Steel,,1986,\N,94,2462.0,False
2248,tt0091276,Invaders from Mars,Invaders from Mars,1986,\N,100,8640.0,False
2249,tt0091278,Iron Eagle,,1986,\N,117,14115.0,False
2250,tt0091555,Mớrrhår & ärtớr,Morrhår & ärtor,1986,\N,101,,False
2251,tt0091814,Quicksilver,,1986,\N,105,4710.0,False
2252,tt0091836,Réfớrm Schớớl Girls,,\N,1986,94,2421.0,False
2253,tt0091902,White Slave,,1985,\N,90,1738.0,False
2254,tt0092580,Aria,,1987,\N,90,2768.0,False
2255,tt0092618,Barfly,Barfly,1987,\N,100,19782.0,True
2256,tt0092651,The Cyclist,Bicycleran,1989,\N,82,2050.0,True
2257,tt0092732,Castaway,Castaway,1986,\N,117,3224.0,False
2258,tt0093043,Delirium,,1987,\N,94,1900.0,False
2259,tt0093113,Django Strikes Again,Django 2 - Il grande ritorno,1987,\N,88,1171.0,False
2260,tt0093164,Heat,,1986,\N,101,,False
2261,tt0093191,Wings of Desire,Der Himmel über Berlin,1987,\N,128,68656.0,True
2262,tt0093405,Leonard Part 6,Leonard Part 6,1987,\N,85,8221.0,False
2263,tt0093409,Lethal Weapon,Lethal Weapon,\N,1987,109,248539.0,True
2264,tt0093872,Robot Holocaust,Robot Holocaust,1987,\N,79,1766.0,False
2265,tt0094590,Depeche Mode: 101,Depeche Mode: 101,1989,\N,120,,True
2266,tt0094627,Edge of the Axe,Al filo del hacha,1988,\N,91,1908.0,False
2267,tt0094824,Caddyshack II,Caddyshack II,1988,\N,98,15346.0,False
2268,tt0095241,Gor,Gor,1987,\N,94,,False
2269,tt0095312,Hollywood Chainsaw Hookers,Hollywood Chainsaw Hookers,1988,\N,75,3281.0,False
2270,tt0095489,Thé Lánd Béfớré Timé,The Land Before Time,1988,\N,69,84873.0,True
2271,tt0095799,Otto - Der Neue Film,,1987,\N,82,2345.0,False
2272,tt0097202,The Killer,,1989,\N,111,47393.0,True
2273,tt0097613,The January Man,The January Man,1989,\N,97,8264.0,False
2274,tt0097815,Májớr Léágúé,,1989,\N,107,66220.0,True
2275,tt0097841,Marrakech Express,,1989,\N,110,2231.0,True
2276,tt0097942,Mystics in Bali,,1981,\N,116,1220.0,False
2277,tt0098356,Some Girls,,1988,\N,94,3258.0,False
2278,tt0099385,Death Warrant,,1990,\N,89,18353.0,False
2279,tt0099487,Edward Scissorhands,,1990,\N,105,467539.0,True
2280,tt0099991,The Last of the Finest,,1990,\N,106,1339.0,False
2281,tt0100232,Navy Seals,,\N,1990,113,,False
2282,tt0100514,The Rookie,The Rookie,1990,\N,120,26716.0,False
2283,tt0101507,Boyz n the Hood,Boyz n the Hood,1991,\N,112,134612.0,True
2284,tt0102258,Lámhé,Lamhe,1991,\N,187,,True
2285,tt0102848,Scanners II: The New Order,Scanners II: The New Order,1991,\N,104,3114.0,False
2286,tt0102926,The Silence of the Lambs,,\N,1991,118,1348539.0,True
2287,tt0103130,Trust,Trust,1990,\N,107,11074.0,True
2288,tt0103791,Belle Epoque,,1992,\N,109,10008.0,True
2289,tt0103874,Dracula,Dracula,1992,\N,128,207240.0,True
2290,tt0103888,Brother's Keeper,,1992,\N,104,4010.0,True
2291,tt0104135,Double Trouble,Double Trouble,1992,\N,86,1708.0,False
2292,tt0104391,Hard Hunted,,1993,\N,97,1102.0,False
2293,tt0104438,Honeymoon in Vegas,,1992,\N,96,,False
2294,tt0104652,Porco Rosso,,1992,\N,94,84504.0,True
2295,tt0105616,Tom and Jerry: The Movie,Tom and Jerry: The Movie,1992,\N,84,10684.0,False
2296,tt0105631,Traces of Red,Traces of Red,1992,\N,105,1651.0,False
2297,tt0106258,American Samurai,American Samurai,1992,\N,94,1935.0,False
2298,tt0106303,Arctic Blue,Arctic Blue,1993,\N,95,1033.0,False
2299,tt0106393,Best of the Best II,Best of the Best II,1993,\N,101,5719.0,False
2300,tt0106557,Children of the Corn II: The Final Sacrifice,,1992,\N,92,8272.0,False
2301,tt0106779,Drömkåken,Drömkåken,1993,\N,101,3275.0,False
2302,tt0107166,Hum Hain Rahi Pyar Ke,,1993,\N,163,5677.0,True
2303,tt0107290,Jurassic Park,Jurassic Park,\N,1993,127,919997.0,True
2304,tt0107333,Knights,Knights,1993,\N,90,2002.0,False
2305,tt0107819,Philadelphia Experiment II,Philadelphia Experiment II,1993,\N,97,,False
2306,tt0107863,Posse,,1993,\N,111,4377.0,False
2307,tt0107930,Reckless Kelly,Reckless Kelly,1993,\N,103,1691.0,False
2308,tt0109067,The Air Up There,,1994,\N,107,8835.0,False
2309,tt0109120,Andre,,1994,\N,95,,False
2310,tt0109739,Ernest Goes to School,Ernest Goes to School,1994,\N,89,2599.0,False
2311,tt0109835,Frank & Jesse,,1994,\N,105,1447.0,False
2312,tt0110305,Lassie,Lassie,1994,\N,94,,False
2313,tt0110632,Natural Born Killers,,1994,\N,118,226663.0,True
2314,tt0110907,Réády tớ Wéár,,1994,\N,133,14946.0,False
2315,tt0110917,A Pure Formality,Una pura formalità,1994,\N,108,11257.0,True
2316,tt0111149,Shállớw Grávé,,1994,\N,89,59528.0,True
2317,tt0111438,Timecop,Timecop,1994,\N,99,,False
2318,tt0111470,Trading Mom,,1994,\N,85,1909.0,False
2319,tt0112513,Sailor Moon SuperS: The Movie: Black Dream Hole,,\N,1995,60,1577.0,True
2320,tt0112609,Wild Hớrsés,,1995,\N,122,1529.0,True
2321,tt0113189,GoldenEye,,1995,\N,130,250071.0,True
2322,tt0113580,Kummeli Stories,Kummeli Stories,1995,\N,90,2316.0,True
2323,tt0113757,A Chinese Torture Chamber Story,,1994,\N,88,1309.0,False
2324,tt0113774,Margaret's Museum,Margaret's Museum,1995,\N,114,1342.0,True
2325,tt0113986,Niné Mớnths,,\N,1995,103,36367.0,False
2326,tt0114306,Rúmpélstiltskin,,\N,1995,87,2386.0,False
2327,tt0114690,Tokyo Fist,,1995,\N,87,3354.0,True
2328,tt0115040,The Garden,Záhrada,1995,\N,99,1942.0,True
2329,tt0115568,Army,,1996,\N,153,1685.0,False
2330,tt0116165,Ed,,1996,\N,94,8491.0,False
2331,tt0116274,Familia,Familia,1996,\N,98,1335.0,True
2332,tt0116587,Hustler White,,\N,1996,79,,False
2333,tt0116695,Jerry Maguire,Jerry Maguire,1996,\N,139,254959.0,True
2334,tt0116705,Jingle All the Way,Jingle All the Way,1996,\N,89,98926.0,False
2335,tt0116860,"Pretty Village, Pretty Flame",,1996,\N,115,15939.0,True
2336,tt0116905,Lone Star,,1996,\N,135,29237.0,True
2337,tt0117143,Nach Fünf im Urwald,,1995,\N,99,1526.0,True
2338,tt0117412,Pédale douce,Pédale douce,1996,\N,100,1786.0,False
2339,tt0117533,Sabotage,Sabotage,1996,\N,99,1552.0,False
2340,tt0117690,Some Mother's Son,,1996,\N,112,2765.0,True
2341,tt0117826,Bordello of Blood,Bordello of Blood,1996,\N,87,,False
2342,tt0117909,Earth,Tierra,1996,\N,125,3841.0,True
2343,tt0117951,Tráinspớtting,Trainspotting,1996,\N,93,661580.0,True
2344,tt0118849,Children of Heaven,,1997,\N,89,71329.0,True
2345,tt0118852,Chinese Coffee,,\N,2000,99,4174.0,True
2346,tt0118998,Doctor Dolittle,Doctor Dolittle,\N,1998,85,95431.0,False
2347,tt0119174,The Game,,\N,1997,129,373927.0,True
2348,tt0119272,Heaven's Burning,Heaven's Burning,1997,\N,96,1991.0,False
2349,tt0119304,Home Fries,Home Fries,1998,\N,91,8384.0,False
2350,tt0119389,The Island on Bird Street,,\N,1997,107,1608.0,True
2351,tt0119657,Men with Guns,,1997,\N,127,2744.0,True
2352,tt0119934,Without Limits,,1998,\N,117,6947.0,True
2353,tt0120176,The Spanish Prisoner,,1997,\N,110,24169.0,True
2354,tt0120382,Thé Trúmán Shớw,The Truman Show,1998,\N,103,1002936.0,True
2355,tt0120611,Blade,,1998,\N,120,260175.0,True
2356,tt0120741,Mafia!,,\N,1998,87,15183.0,False
2357,tt0120765,My Giant,My Giant,\N,1998,103,6820.0,False
2358,tt0120768,The Negotiator,,\N,1998,140,137057.0,True
2359,tt0120891,Wild Wild West,Wild Wild West,1999,\N,106,157425.0,False
2360,tt0122689,The Rolling Stones Rock and Roll Circus,The Rolling Stones Rock and Roll Circus,1996,\N,65,1998.0,True
2361,tt0127626,Kiler,Kiler,1997,\N,104,6630.0,True
2362,tt0129167,The Iron Giant,,1999,\N,86,182933.0,True
2363,tt0131207,Tri plyus dva,,1963,\N,100,1869.0,True
2364,tt0133093,The Matrix,The Matrix,1999,\N,136,1787064.0,True
2365,tt0135024,Á Réál Yớúng Girl,Une vraie jeune fille,\N,1976,93,3736.0,False
2366,tt0136535,Webmaster,Skyggen,1998,\N,102,1133.0,False
2367,tt0137523,Fight Club,Fight Club,1999,\N,139,1969585.0,True
2368,tt0138467,Girl,,1998,\N,99,2925.0,False
2369,tt0139076,Bone Daddy,,1998,\N,90,1318.0,False
2370,tt0140282,In God's Hands,,1998,\N,96,1191.0,False
2371,tt0140796,Air Bud: Golden Receiver,Air Bud: Golden Receiver,1998,\N,90,5643.0,False
2372,tt0140825,Christmas in August,Palwolui Keuriseumaseu,1998,\N,97,,True
2373,tt0141716,Party Monster,Party Monster,\N,1998,57,1700.0,True
2374,tt0145505,Susan's Plan,Susan's Plan,1998,\N,89,1787.0,False
2375,tt0147800,10 Things I Hate About You,10 Things I Hate About You,1999,\N,97,319002.0,True
2376,tt0150176,Coming Soon,Coming Soon,1999,\N,96,1705.0,False
2377,tt0156096,Spring Forward,,1999,\N,110,1460.0,True
2378,tt0156323,Screwed,,2000,\N,81,9004.0,False
2379,tt0160236,Dudley Do-Right,Dudley Do-Right,1999,\N,77,10515.0,False
2380,tt0162983,Hanging Up,Hanging Up,2000,\N,94,12441.0,False
2381,tt0165396,My Brớthér thé Pig,,1999,\N,92,1498.0,False
2382,tt0166653,The Health Journey,Hälsoresan - En smal film av stor vikt,1999,\N,105,3400.0,False
2383,tt0168043,The Longest Nite,,1998,\N,84,2077.0,True
2384,tt0168446,Aberdeen,Aberdeen,2000,\N,113,3230.0,True
2385,tt0171049,Áirspééd,,1999,\N,81,,False
2386,tt0172396,The End of the Affair,The End of the Affair,1999,\N,102,22463.0,True
2387,tt0172493,"Girl, Interrupted",,\N,1999,127,175082.0,True
2388,tt0173772,My Voyage to Italy,Il mio viaggio in Italia,1999,\N,246,3238.0,True
2389,tt0176426,All the Rage,All the Rage,1999,\N,99,1857.0,False
2390,tt0177511,The Glass Agency,Ajans-E Shisheh-I,1998,\N,114,,True
2391,tt0180274,Unhinged,Unhinged,1982,\N,79,1774.0,False
2392,tt0180749,And the Woman Shall Fear Her Husband,I de gyni na fovitai ton andra,1965,\N,105,,True
2393,tt0181600,Yparhei Kai Filotimo,Yparhei kai filotimo,1965,\N,89,1324.0,True
2394,tt0181865,Traffic,,2000,\N,147,203040.0,True
2395,tt0186045,Drowning Mona,,2000,\N,96,14186.0,False
2396,tt0190419,Ghúlám,Ghulam,1998,\N,162,11234.0,True
2397,tt0196223,The Right Temptation,The Right Temptation,2000,\N,95,1179.0,False
2398,tt0199314,About Adam,,2000,\N,97,6539.0,False
2399,tt0203019,Mén ớf Hớnớr,Men of Honor,2000,\N,129,113323.0,True
2400,tt0216800,With a Friend Like Harry...,"Harry, un ami qui vous veut du bien",2000,\N,117,11213.0,True
2401,tt0221889,Béáútifúl Créátúrés,,2000,\N,86,3686.0,False
2402,tt0224578,The Vertical Ray of the Sun,Mùa hè chieu thang dung,2000,\N,112,3736.0,True
2403,tt0228853,"Thrớw Áwáy Yớúr Bớớks, Rálly in thé Strééts",,1971,\N,137,1827.0,True
2404,tt0233469,Collateral Damage,Collateral Damage,2002,\N,108,73964.0,False
2405,tt0235737,Thé Sáltớn Séá,,2002,\N,103,30501.0,True
2406,tt0237038,Bharatham,,1991,\N,147,2572.0,True
2407,tt0238119,Boys Don't Cry,Chlopaki nie placza,2000,\N,90,6146.0,True
2408,tt0241998,Sweetie Pie,Sweetie Pie,2002,\N,85,1642.0,False
2409,tt0244709,Pavilion of Women,,2001,\N,116,1023.0,False
2410,tt0245407,Crush,,2001,\N,108,3786.0,False
2411,tt0247911,Ááp Mújhé Áchché Lágné Lágé,Aap Mujhe Achche Lagne Lage,\N,2002,180,2482.0,False
2412,tt0249027,Moonnam Pakkam,,1988,\N,114,,True
2413,tt0253420,"Shaban, a Man from the Middle Class",Ortadirek Saban,1984,\N,82,4609.0,True
2414,tt0253474,Thé Piánist,,2002,\N,150,781136.0,True
2415,tt0253828,Tosun Pasa,,1976,\N,90,22681.0,True
2416,tt0253867,The Sweetest Thing,The Sweetest Thing,2002,\N,84,57718.0,False
2417,tt0257290,Glass Tiger,,2001,\N,100,6579.0,True
2418,tt0261289,Serving Sara,Serving Sara,2002,\N,102,17449.0,False
2419,tt0263496,Pretty Things,,2001,\N,105,1022.0,False
2420,tt0268579,Ripper,Ripper,2001,\N,114,2851.0,False
2421,tt0270846,Superbabies: Baby Geniuses 2,,2004,\N,88,30746.0,False
2422,tt0272425,Reptile 2001,,\N,1999,99,1802.0,False
2423,tt0273517,Darkness,,2002,\N,88,19425.0,False
2424,tt0278435,Enough,Enough,2002,\N,115,,False
2425,tt0279781,Sorority Boys,,2002,\N,93,15490.0,False
2426,tt0280381,25 Watts,,2001,\N,92,1609.0,True
2427,tt0282589,I Saw Mommy Kissing Santa Claus,,2001,\N,100,1305.0,False
2428,tt0284655,WiseGirls,,2002,\N,96,2940.0,False
2429,tt0287015,My Aunt,Teyzem,1986,\N,105,1270.0,True
2430,tt0288861,Gớdfớrsákén,Van God los,2003,\N,83,4739.0,True
2431,tt0293664,Treed Murray,,2001,\N,90,1546.0,True
2432,tt0298514,Ravanaprabhu,Ravanaprabhu,2001,\N,168,1330.0,True
2433,tt0299658,Chicago,Chicago,2002,\N,113,223732.0,True
2434,tt0301083,Cardcaptor Sakura: The Sealed Card,Kâdokaputâ Sakura: Fûin sareta kâdo,2000,\N,79,1572.0,True
2435,tt0311361,Jesus Christ Vampire Hunter,,2001,\N,85,4284.0,False
2436,tt0314412,My Life Without Me,,2003,\N,106,24752.0,True
2437,tt0314498,Thé Pérféct Scớré,,2004,\N,93,,False
2438,tt0314942,The Revenge,Zemsta,2002,\N,100,1530.0,False
2439,tt0316654,Spider-Man 2,Spider-Man 2,2004,\N,127,587321.0,True
2440,tt0318462,The Motorcycle Diaries,,2004,\N,126,99630.0,True
2441,tt0326664,Swimming Upstream,,2003,\N,114,3314.0,True
2442,tt0331953,Club Dread,Club Dread,\N,2004,104,29345.0,False
2443,tt0337917,Catch That Kid,,2004,\N,91,,False
2444,tt0338325,Pápárázzi,,2004,\N,84,14978.0,False
2445,tt0338949,Edi,,2002,\N,97,2128.0,True
2446,tt0339450,Names Engraved in Marble,Nimed marmortahvlil,2002,\N,95,2159.0,True
2447,tt0347167,Thé Hérớ: Lớvé Stớry ớf á Spy,The Hero: Love Story of a Spy,2003,\N,160,2255.0,False
2448,tt0347369,Jiminy Glick in Lalawood,,2004,\N,90,,False
2449,tt0348843,Jism,Jism,2003,\N,136,2126.0,False
2450,tt0349889,Unstoppable,,2004,\N,96,4981.0,False
2451,tt0361467,Confessions of a Teenage Drama Queen,,2004,\N,89,,False
2452,tt0362165,Son of the Mask,Son of the Mask,2005,\N,94,55030.0,False
2453,tt0362227,The Terminal,,2004,\N,128,434641.0,True
2454,tt0368296,Stacy: Attack of the Schoolgirl Zombies,,2001,\N,80,1578.0,False
2455,tt0368563,Possession,Possession,2009,\N,90,7621.0,False
2456,tt0370032,Ultraviolet,,2006,\N,88,80999.0,False
2457,tt0372478,Thé Strớll,,2003,\N,90,1881.0,True
2458,tt0373861,The Story of the Weeping Camel,Die Geschichte vom weinenden Kamel,2003,\N,93,,True
2459,tt0374536,Bewitched,Bewitched,2005,\N,102,71346.0,False
2460,tt0375785,Gray Matters,Gray Matters,2006,\N,96,7023.0,False
2461,tt0378284,Machuca,Machuca,2004,\N,116,11834.0,True
2462,tt0380066,The Woods,The Woods,2006,\N,91,11359.0,False
2463,tt0381707,White Chicks,,2004,\N,109,139126.0,False
2464,tt0383846,"When I Grow Up, I'll Be a Kangaroo",Kad porastem bicu Kengur,2004,\N,92,10304.0,True
2465,tt0384488,Sáint Rálph,,2004,\N,98,6019.0,True
2466,tt0384832,Battlefield Baseball,Jigoku Kôshien,2003,\N,87,,False
2467,tt0385988,Réd Riding Hớớd,,2006,\N,82,1207.0,False
2468,tt0388288,My First Wédding,,2006,\N,94,1131.0,False
2469,tt0388473,Tokyo Godfathers,Tôkyô goddofâzâzu,2003,\N,90,35391.0,True
2470,tt0391024,Control Room,,2004,\N,84,5125.0,True
2471,tt0396096,Pit Fighter,Pit Fighter,2005,\N,83,1152.0,False
2472,tt0397078,Just My Luck,,\N,2006,108,55740.0,False
2473,tt0400761,Quill: The Life of a Guide Dog,,2004,\N,100,1609.0,True
2474,tt0402014,Ab Tak Chhappan,Ab Tak Chhappan,2004,\N,129,8637.0,True
2475,tt0402743,Ábớmináblé,Abominable,2006,\N,94,4442.0,False
2476,tt0403645,Burnt by the Sun 2,Utomlennye solntsem 2,2010,\N,181,4263.0,False
2477,tt0407708,Enter the Phoenix,,\N,2004,104,1073.0,False
2478,tt0408664,Nobody Knows,Dare mo shiranai,2004,\N,141,26701.0,True
2479,tt0411061,88 Minutes,88 Minutes,2007,\N,108,75354.0,False
2480,tt0415481,Alyosha Popovich and Tugarin Zmey,Alyosha Popovich i Tugarin Zmey,2004,\N,79,2640.0,True
2481,tt0421082,Control,,2007,\N,122,63891.0,True
2482,tt0421715,Thé Cúriớús Cásé ớf Bénjámin Búttớn,The Curious Case of Benjamin Button,2008,\N,166,620624.0,True
2483,tt0423087,Rớk Sákớ Tớ Rớk Lớ,,2004,\N,\N,1859.0,False
2484,tt0424435,Shake Hands with the Devil: The Journey of Roméo Dallaire,,2004,\N,90,1055.0,True
2485,tt0425637,Red Cliff,Chi bi,2008,\N,288,,True
2486,tt0428870,A Moment to Remember,Nae meorisokui jiwoogae,2004,\N,144,,True
2487,tt0429095,Siegfried,Siegfried,2005,\N,89,,False
2488,tt0430710,Údáyánánú Thárám,Udayananu Tharam,\N,2005,162,2183.0,True
2489,tt0436971,Why We Fight,,2005,\N,98,9962.0,True
2490,tt0439533,Dead Leaves,,2004,\N,55,3860.0,True
2491,tt0439615,Horrors of War,,2006,\N,99,1126.0,False
2492,tt0443295,"Yours, Mine & Ours","Yours, Mine & Ours",2005,\N,88,,False
2493,tt0444840,Humko Deewana Kar Gaye,,2006,\N,155,4087.0,False
2494,tt0445570,By thé Pricking ớf My Thúmbs,Mon petit doigt m'a dit...,2005,\N,105,1158.0,False
2495,tt0445691,Salvador (Puig Antich),Salvador (Puig Antich),2006,\N,134,3275.0,True
2496,tt0446313,Dragon Heat,Mang lung,2005,\N,110,1589.0,False
2497,tt0449393,Siren,Siren,2006,\N,87,1913.0,False
2498,tt0450345,The Wicker Man,,2006,\N,102,66553.0,False
2499,tt0451787,Kyớn Ki...,,2005,\N,160,4030.0,False
2500,tt0452039,Mind Game,Mind Game,2004,\N,103,9096.0,True
2501,tt0454932,Rớmán,Roman,2006,\N,92,1388.0,False
2502,tt0458425,McLibel,,2005,\N,85,2099.0,True
2503,tt0460791,The Fall,The Fall,2006,\N,117,110321.0,True
2504,tt0460952,TV: Thé Mớvié,,2006,\N,86,1139.0,False
2505,tt0462362,The Insatiable,,2006,\N,103,1543.0,False
2506,tt0462396,The Last Legion,,2007,\N,101,35141.0,False
2507,tt0462519,Schớớl fớr Scớúndréls,School for Scoundrels,\N,2006,100,,False
2508,tt0462579,The Treatment,The Treatment,2006,\N,86,1097.0,False
2509,tt0463622,Nárán,,2005,\N,150,1284.0,True
2510,tt0464071,Sillúnú Ớrú Káádhál,,2006,\N,175,3288.0,True
2511,tt0468536,Prey,Prey,2007,\N,92,8012.0,False
2512,tt0468683,The Red Shoes,Bunhongsin,\N,2005,103,2936.0,False
2513,tt0470685,The Bathroom,Banyo,2005,\N,87,1621.0,False
2514,tt0473464,Cherry Crush,,2007,\N,89,2729.0,False
2515,tt0475417,Unearthed,,2007,\N,93,,False
2516,tt0475783,Welcome to Dongmakgol,,2005,\N,133,6995.0,True
2517,tt0478126,Cthulhu,Cthulhu,2007,\N,100,2077.0,False
2518,tt0482389,Gentleman,Gentleman,1993,\N,160,2409.0,True
2519,tt0482571,The Prestige,,2006,\N,130,1260285.0,True
2520,tt0484175,The Last House in the Woods,Il bosco fuori,2006,\N,85,1096.0,False
2521,tt0486655,Stárdúst,,2007,\N,127,264901.0,True
2522,tt0492912,Subject Two,Subject Two,\N,2006,93,1559.0,False
2523,tt0498386,Thé Sláúghtér,,2006,\N,96,1119.0,False
2524,tt0758758,Into the Wild,Into the Wild,2007,\N,148,600016.0,True
2525,tt0758774,Body of Lies,Body of Lies,\N,2008,128,222111.0,True
2526,tt0762110,Irina Palm,Irina Palm,2007,\N,103,7350.0,True
2527,tt0765487,Thé Wizárd ớf Gớré,The Wizard of Gore,2007,\N,94,2759.0,False
2528,tt0772152,Amateur Porn Star Killer,,2006,\N,71,,False
2529,tt0775438,"Buy the Ticket, Take the Ride: Hunter S. Thompson on Film","Buy the Ticket, Take the Ride: Hunter S. Thompson on Film",2006,\N,73,1098.0,True
2530,tt0782700,When Darkness Falls,,2006,\N,133,1720.0,True
2531,tt0783530,You Will Be Mine,,2009,\N,96,1237.0,False
2532,tt0783767,Angel,,2007,\N,134,5369.0,False
2533,tt0790662,Fingérprints,Fingerprints,2006,\N,95,2599.0,False
2534,tt0794374,Summer Palace,,2006,\N,158,3327.0,True
2535,tt0804492,The Hottie & the Nottie,The Hottie & the Nottie,2008,\N,91,38016.0,False
2536,tt0805564,Lars and the Real Girl,Lars and the Real Girl,2007,\N,106,142564.0,True
2537,tt0807028,Thé Pớớl Bớys,The Pool Boys,2009,\N,107,2539.0,False
2538,tt0808357,"Lust, Caution","Se, jie",2007,\N,157,40193.0,True
2539,tt0810772,Belle Du Seigneur,Belle du Seigneur,2012,\N,104,1332.0,False
2540,tt0811128,Turn the River,,2007,\N,92,1810.0,False
2541,tt0814075,Deliver Us from Evil,,2006,\N,101,,True
2542,tt0815890,The Blue Elephant,Khan kluay,2006,\N,88,,False
2543,tt0824375,Nishabd,,2007,\N,110,1679.0,False
2544,tt0836700,Summer Hours,L'heure d'été,2008,\N,103,7542.0,True
2545,tt0839967,Thé Rést is Siléncé,,\N,2007,114,2784.0,True
2546,tt0841150,Protégé,Moon to,\N,2007,106,5120.0,True
2547,tt0843878,UKM: The Ultimate Killing Machine,,2006,\N,85,1012.0,False
2548,tt0850669,Slacker Uprising,,2007,\N,102,2805.0,False
2549,tt0865554,The Informers,,2008,\N,98,16456.0,False
2550,tt0865560,Now & Later,,2009,\N,99,1731.0,False
2551,tt0870937,Open Graves,,2009,\N,88,3149.0,False
2552,tt0887912,The Hurt Locker,,2008,\N,131,437665.0,True
2553,tt0914837,44 Inch Chest,44 Inch Chest,2009,\N,95,6794.0,False
2554,tt0915463,Jáckbớớts ớn Whitéháll,Jackboots on Whitehall,2010,\N,91,1358.0,False
2555,tt0922642,Tớớth ánd Náil,Tooth and Nail,2007,\N,94,3828.0,False
2556,tt0959329,Nine Dead,,2009,\N,98,13241.0,False
2557,tt0965649,Detective Conan: The Fourteenth Target,Meitantei Conan: 14 banme no target,\N,1998,99,2278.0,True
2558,tt0974536,Chémicál Wédding,Chemical Wedding,2008,\N,109,1582.0,False
2559,tt0982893,Bitter Sweetheart,,2007,\N,90,1164.0,False
2560,tt0988043,One-Eyed Monster,One-Eyed Monster,2008,\N,84,2462.0,False
2561,tt0990404,Chop Shop,,2007,\N,84,4415.0,True
2562,tt0995747,Mermaid,Rusalka,2007,\N,115,,True
2563,tt10003008,The Rental,The Rental,2020,\N,88,25413.0,False
2564,tt10023024,Lớvé Ááj Kál,,2020,\N,142,9837.0,False
2565,tt10043660,Éngágéd in Végás,Engaged in Vegas,2021,\N,79,1096.0,False
2566,tt10121392,Thunder Force,,2021,\N,106,38502.0,False
2567,tt1014774,A Shine of Rainbows,A Shine of Rainbows,2009,\N,101,2274.0,True
2568,tt1016268,Enron: The Smartest Guys in the Room,,2005,\N,110,17975.0,True
2569,tt1020885,Vámpiré Killérs,,2009,\N,86,19961.0,False
2570,tt10332854,Álớné,Alone,2020,\N,81,1027.0,False
2571,tt1033575,The Descendants,The Descendants,\N,2011,115,237807.0,True
2572,tt1039989,Sunday,,2008,\N,135,2713.0,False
2573,tt1048144,Andaleeb El Dokki,Andaleeb AlDokki,2008,\N,\N,1158.0,False
2574,tt10515086,The Blue Elephant 2,,2019,\N,130,9285.0,True
2575,tt1068773,Detective Conan: Captured in Her Eyes,Meitantei Conan: Hitomi no naka no ansatsusha,2000,\N,100,2355.0,True
2576,tt10731768,Swéét Girl,Sweet Girl,2021,\N,110,27654.0,False
2577,tt1079980,Death in Love,Death in Love,2008,\N,97,1110.0,False
2578,tt1082007,Italians,,2009,\N,116,1163.0,False
2579,tt1085799,"Chaos, This Is",,2007,\N,124,2000.0,True
2580,tt1086216,Úncértáinty,Uncertainty,2008,\N,101,6516.0,False
2581,tt10895576,Mimi,Mimi,2021,\N,132,34291.0,True
2582,tt10919240,Malik,Malik,2021,\N,162,11194.0,True
2583,tt10949778,100 Dáys tớ Livé,100 Days to Live,2019,\N,90,4155.0,False
2584,tt10958102,Our Scripted Life,Our Scripted Life,2020,\N,88,4179.0,False
2585,tt10962368,Things Heard & Seen,,2021,\N,121,27919.0,False
2586,tt10991188,World Famous Lover,World Famous Lover,2020,\N,154,2920.0,False
2587,tt1104006,Walled In,Walled In,2009,\N,91,,False
2588,tt11112526,Indoo Ki Jawani,,\N,2020,119,6022.0,False
2589,tt1113829,George Harrison: Living in the Material World,George Harrison: Living in the Material World,2011,\N,208,11243.0,True
2590,tt11161374,Beyond the Law,Beyond the Law,2019,\N,89,2830.0,False
2591,tt11173106,Sufna,Sufna,2020,\N,144,1761.0,True
2592,tt11193002,The Stranger by the Beach,,\N,2020,59,,True
2593,tt1120897,Dhan Dhana Dhan Goal,,2007,\N,167,2505.0,False
2594,tt1122614,Ánd Évérything Is Gớing Finé,And Everything Is Going Fine,2010,\N,89,1199.0,True
2595,tt11276598,Pets United,Pets United,2019,\N,89,2506.0,False
2596,tt11286314,Don't Look Up,Don't Look Up,2021,\N,138,2005.0,True
